Date,Close,MA_10,MA_50,RSI,High,Low,Open,Volume,Day_0,Day_1,Day_2,Day_3,Day_4
2004-09-01,119.67361450195312,116.16316833496094,116.83206604003907,58.55096395076856,119.67361450195312,114.886669921875,114.886669921875,785500000,False,False,True,False,False
2004-09-02,119.67361450195312,116.32273406982422,117.20353332519531,58.55096395076856,121.26926269531248,118.07796630859374,119.67361450195312,625450000,False,False,False,True,False
2004-09-03,121.26922607421876,116.80142898559572,117.57882934570313,62.128832151445614,122.86487378572164,119.67357836271589,119.67357836271589,380010000,False,False,False,False,True
2004-09-06,119.67361450195312,117.12056274414064,117.92221313476563,56.84457871064067,122.86491088867189,119.67361450195312,121.26926269531248,300650000,True,False,False,False,False
2004-09-07,118.07795715332033,117.28013076782229,118.20560028076171,52.07462924592718,119.67360522295978,118.07795715332033,119.67360522295978,380160000,False,True,False,False,False
2004-09-08,121.26922607421876,117.91838760375978,118.52472946166992,59.41043141120135,121.26922607421876,118.077930651213,118.077930651213,148760000,False,False,True,False,False
2004-09-09,118.07795715332033,118.23751754760744,118.62046798706055,51.00301326583686,119.67360522295978,114.88666101404138,119.67360522295978,1124760000,False,False,False,True,False
2004-09-10,119.67361450195312,118.55665130615236,118.71620712280273,54.47227308818206,121.26926269531248,116.48231811523438,118.07796630859374,807590000,False,False,False,False,True
2004-09-13,119.67361450195312,119.19490966796877,118.81194625854492,54.47227308818206,119.67361450195312,119.67361450195312,119.67361450195312,0,True,False,False,False,False
2004-09-14,126.05620574951172,120.31186447143554,118.9395980834961,65.72917293729309,127.65185392355616,121.26926122737837,121.26926122737837,1532050000,False,True,False,False,False
2004-09-15,129.2475128173828,121.26925430297851,119.13107604980469,69.75579814271128,130.84316112377024,124.46056789822048,126.05621620460794,1588000000,False,False,True,False,False
2004-09-16,127.65182495117188,122.06707534790038,119.29064025878907,65.60512601875041,127.65182495117186,126.0561771392822,127.65182495117186,208620000,False,False,False,True,False
2004-09-17,127.65182495117188,122.7053352355957,119.41829223632813,65.60512601875041,127.65182495117186,122.86488151550292,126.0561771392822,302950000,False,False,False,False,True
2004-09-20,127.65182495117188,123.50315628051757,119.54594421386719,65.60512601875041,127.65182495117186,127.65182495117186,127.65182495117186,0,True,False,False,False,False
2004-09-21,132.43881225585938,124.93924179077149,119.73742294311523,71.87547479979285,134.0344605962914,129.2475155749953,129.2475155749953,1901600000,False,True,False,False,False
2004-09-22,130.84312438964844,125.89663162231446,119.96081314086913,67.4605987232848,132.43877224805877,129.24747653123808,132.43877224805877,210400000,False,False,True,False,False
2004-09-23,130.84312438964844,127.17314834594727,120.18420333862305,67.46059872328479,132.43877224805877,129.24747653123808,129.24747653123808,623640000,False,False,False,True,False
2004-09-24,130.84312438964844,128.29009933471679,120.37568130493165,67.46059872328479,130.84312438964844,129.24747653123808,129.24747653123808,10480000,False,False,False,False,True
2004-09-27,127.65182495117188,129.08792037963866,120.5033332824707,58.48692557216904,130.84312057495117,126.0561771392822,129.24747276306152,174580000,True,False,False,False,False
2004-09-28,126.05620574951172,129.08792037963866,120.59907287597656,54.577776133030675,127.65185392355616,126.05620574951172,127.65185392355616,331780000,False,True,False,False,False
2004-09-29,127.65182495117188,128.92835159301757,120.72672485351562,57.62770788436189,127.65182495117186,126.0561771392822,126.0561771392822,244270000,False,False,True,False,False
2004-09-30,127.65182495117188,128.92835159301757,120.8543768310547,57.62770788436189,129.24747276306152,126.0561771392822,127.65182495117186,270690000,False,False,False,True,False
2004-10-01,129.2475128173828,129.08792037963866,121.01394256591797,60.68912492118029,129.2475128173828,127.65186451099537,127.65186451099537,447560000,False,False,False,False,True
2004-10-04,135.6300506591797,129.88574295043946,121.3330712890625,70.01967114183432,135.6300506591797,129.24746003992416,129.24746003992416,1251590000,True,False,False,False,False
2004-10-05,146.79965209960938,131.32182693481445,121.87559204101562,79.2856989973705,146.79965209960938,134.0344649605129,134.0344649605129,1496600000,False,True,False,False,False
2004-10-06,145.20396423339844,132.75791091918944,122.38619903564454,75.68677908527582,146.7996121920072,142.01266831618088,146.7996121920072,270080000,False,False,True,False,False
2004-10-07,143.6083526611328,134.0344337463379,122.86489379882812,72.15953923493683,143.6083526611328,138.82140757242837,143.6083526611328,412060000,False,False,False,True,False
2004-10-08,143.6083526611328,135.31095657348632,123.34358856201172,72.15953923493683,145.20400102403428,142.01270429823134,142.01270429823134,288950000,False,False,False,False,True
2004-10-11,145.20396423339844,137.066170501709,123.88610870361327,73.58711814717398,146.7996121920072,142.01266831618088,143.60831627478967,350120000,True,False,False,False,False
2004-10-12,142.01268005371094,138.6618179321289,124.33289001464844,66.26812450062991,145.20397623469322,140.4170319632198,145.20397623469322,322910000,False,True,False,False,False
2004-10-13,143.6083526611328,140.257470703125,124.77967254638672,67.9828523728118,145.20400102403428,142.01270429823134,143.6083526611328,168000000,False,False,True,False,False
2004-10-14,143.6083526611328,141.8531234741211,125.226455078125,67.9828523728118,145.20400102403428,142.01270429823134,143.6083526611328,305480000,False,False,False,True,False
2004-10-15,145.20396423339844,143.44876861572266,125.7370620727539,69.76528588700039,145.20396423339844,142.01266831618088,142.01266831618088,301950000,False,False,False,False,True
2004-10-18,145.20396423339844,144.40615997314453,126.3114958190918,69.76528588700039,145.20396423339844,143.60831627478967,145.20396423339844,137550000,True,False,False,False,False
2004-10-19,142.01268005371094,143.92746276855468,126.82210388183594,61.78657885924422,145.20397623469322,142.01268005371094,145.20397623469322,412170000,False,True,False,False,False
2004-10-20,142.01268005371094,143.60833435058595,127.30079833984375,61.78657885924422,143.60832814420206,138.82138387272866,142.01268005371094,273750000,False,False,True,False,False
2004-10-21,140.4169921875,143.28919830322266,127.77949264526367,57.94374564245742,142.01263982599434,138.8213445490057,142.01263982599434,170980000,False,False,False,True,False
2004-10-22,143.6083526611328,143.28919830322266,128.32201416015624,62.91199578165087,145.20400102403428,140.41705593532984,140.41705593532984,219850000,False,False,False,False,True
2004-10-25,145.20396423339844,143.28919830322266,128.92836029052734,65.12999251547359,145.20396423339844,142.01266831618088,143.60831627478967,36080000,True,False,False,False,False
2004-10-26,146.79965209960938,143.7678955078125,129.56662017822265,67.23996706514168,146.79965209960938,143.60835531483525,145.2040037072223,95260000,False,True,False,False,False
2004-10-27,153.1822052001953,144.72528076171875,130.26870513916015,74.01336263971314,154.7778531710307,146.79961331685385,146.79961331685385,668340000,False,False,True,False,False
2004-10-28,153.1822052001953,145.682666015625,130.97079010009764,74.01336263971314,154.7778531710307,149.9909092585246,154.7778531710307,277050000,False,False,False,True,False
2004-10-29,153.1822052001953,146.4804901123047,131.70478866577147,74.01336263971314,153.1822052001953,151.58655722935995,153.1822052001953,126340000,False,False,False,False,True
2004-11-01,157.9691619873047,147.75700988769532,132.5345263671875,78.22978370484267,159.56481008818653,153.1822176846591,153.1822176846591,224080000,True,False,False,False,False
2004-11-02,162.75611877441406,149.83135375976562,133.4600032043457,81.4679683242232,165.9474152209712,157.96917410457837,157.96917410457837,389430000,False,True,False,False,False
2004-11-03,157.9691619873047,151.427001953125,134.3216532897949,70.2197703873124,162.75610628995028,157.9691619873047,162.75610628995028,438210000,False,False,True,False,False
2004-11-04,157.9691619873047,153.18221893310547,135.18330337524415,70.21977038731238,157.9691619873047,153.1822176846591,157.9691619873047,370720000,False,False,False,True,False
2004-11-05,159.56478881835938,154.77786254882812,136.04495361328125,71.72874634961244,161.16043670654295,157.96914093017577,157.96914093017577,114460000,False,False,False,False,True
2004-11-08,159.56478881835938,156.2139450073242,136.97042877197265,71.72874634961244,159.56478881835938,156.3734930419922,159.56478881835938,38090000,True,False,False,False,False
2004-11-09,159.56478881835938,157.4904586791992,137.86399139404296,71.72874634961244,161.16043670654295,159.56478881835938,159.56478881835938,65960000,False,True,False,False,False
2004-11-10,169.138671875,159.0861053466797,138.85329254150392,79.50944816920028,170.73431972287733,159.56478478773585,161.1604326356132,289020000,False,False,True,False,False
2004-11-11,175.52130126953125,161.32001495361328,139.97024627685548,82.8902100046297,180.30824584960936,170.7343566894531,170.7343566894531,278360000,False,False,False,True,False
2004-11-12,175.52130126953125,163.55392456054688,141.05528778076172,82.8902100046297,180.30824584960936,173.92565307617187,177.11694946289063,351860000,False,False,False,False,True
2004-11-15,175.52130126953125,165.30913848876952,142.17224151611327,82.8902100046297,175.52130126953125,175.52130126953125,175.52130126953125,0,True,False,False,False,False
2004-11-16,175.52130126953125,166.58565673828124,143.3211083984375,82.8902100046297,175.52130126953125,175.52130126953125,175.52130126953125,0,False,True,False,False,False
2004-11-17,175.52130126953125,168.34087066650392,144.40614990234374,82.89021000462971,175.52130126953125,175.52130126953125,175.52130126953125,0,False,False,True,False,False
2004-11-18,175.52130126953125,170.09608459472656,145.55501678466797,82.89021000462971,175.52130126953125,175.52130126953125,175.52130126953125,0,False,False,False,True,False
2004-11-19,175.52130126953125,171.69173583984374,146.67197052001953,82.89021000462971,175.52130126953125,175.52130126953125,175.52130126953125,0,False,False,False,False,True
2004-11-22,172.32997131347656,172.96825408935547,147.72509765625,72.80087819010642,175.52126707854094,169.13867554841218,175.52126707854094,383340000,True,False,False,False,False
2004-11-23,178.83303833007812,174.89507904052735,148.78063430786133,78.53452432855468,183.71030301180755,175.58152854225852,175.58152854225852,361270000,False,True,False,False,False
2004-11-24,178.83303833007812,175.86451568603516,149.77234481811524,78.53452432855468,182.08454811789773,177.20728343616832,178.83303833007815,120080000,False,False,True,False,False
2004-11-25,173.9557342529297,175.707958984375,150.69842300415038,66.36565188667225,177.2072433043863,173.9557342529297,177.2072433043863,128910000,False,False,False,True,False
2004-11-26,170.70423889160156,175.22625274658202,151.55947128295898,59.72192861571335,173.95574820382254,167.4527295793806,173.95574820382254,555880000,False,False,False,False,True
2004-11-29,177.207275390625,175.3948501586914,152.55058029174805,66.86618929746933,177.207275390625,170.7042561102351,170.7042561102351,284470000,True,False,False,False,False
2004-11-30,178.83303833007812,175.72602386474608,153.47846481323242,68.37636050905773,180.45879322398795,177.20728343616832,177.20728343616832,174800000,False,True,False,False,False
2004-12-01,177.207275390625,175.89462127685547,154.40574783325195,65.17720594844874,178.83303021072246,173.95576575043003,178.83303021072246,335200000,False,False,True,False,False
2004-12-02,177.207275390625,176.06321868896484,155.33303085327148,65.17720594844874,182.08453985091745,177.207275390625,178.83303021072246,569090000,False,False,False,True,False
2004-12-03,177.207275390625,176.23181610107423,156.260313873291,65.17720594844874,180.45878503082,177.207275390625,178.83303021072246,508070000,False,False,False,False,True
2004-12-06,177.207275390625,176.71954650878905,157.25142288208008,65.17720594844874,177.207275390625,175.58152057052752,175.58152057052752,80250000,True,False,False,False,False
2004-12-07,175.5814666748047,176.3943893432617,158.24192810058594,61.31824887662277,177.2072209958677,173.95571235374166,177.2072209958677,144530000,False,True,False,False,False
2004-12-08,175.5814666748047,176.06923217773436,159.2005209350586,61.31824887662277,177.2072209958677,175.5814666748047,175.5814666748047,96460000,False,False,True,False,False
2004-12-09,173.9557342529297,176.06923217773436,160.12659912109376,57.3784673611819,177.2072433043863,173.9557342529297,175.581488778658,281890000,False,False,False,True,False
2004-12-10,173.9557342529297,176.39438171386718,161.02076354980468,57.3784673611819,175.581488778658,172.32997972720136,173.9557342529297,370970000,False,False,False,False,True
2004-12-13,170.70423889160156,175.74407806396485,161.7222473144531,49.93625882120538,172.32999354771204,167.4527295793806,172.32999354771204,303400000,True,False,False,False,False
2004-12-14,170.70423889160156,174.9311981201172,162.20033905029297,49.93625882120537,173.95574820382254,167.4527295793806,170.70423889160156,404780000,False,True,False,False,False
2004-12-15,165.82696533203125,173.7931671142578,162.61279907226563,40.74300428761694,170.70422901826748,162.57545620787377,170.70422901826748,475980000,False,False,True,False,False
2004-12-16,173.9557342529297,173.46801300048827,163.21974670410157,55.46042480042481,173.9557342529297,167.45271615001644,167.45271615001644,300610000,False,False,False,True,False
2004-12-17,183.71026611328125,174.1183120727539,164.02178497314452,66.28256084514905,185.3360206806554,173.9557387090362,173.9557387090362,968030000,False,False,False,False,True
2004-12-20,185.3360748291016,174.93119201660156,164.8244271850586,67.6916217847787,188.58758491382264,182.0845647443805,182.0845647443805,500500000,True,False,False,False,False
2004-12-21,186.96180725097656,176.06922607421876,165.72340972900392,69.08297437960688,186.96180725097656,183.71029755965523,185.33605240531588,259150000,False,True,False,False,False
2004-12-22,188.58750915527344,177.3698303222656,166.62299285888673,70.45325109016983,191.83901793381264,186.96175476600385,186.96175476600385,385500000,False,False,True,False,False
2004-12-23,190.2133026123047,178.99558715820314,167.55509185791016,71.79935549339062,191.8390573354868,188.5875478891226,190.2133026123047,190420000,False,False,False,True,False
2004-12-24,190.2133026123047,180.62134399414063,168.4552786254883,71.79935549339062,190.2133026123047,190.2133026123047,190.2133026123047,0,False,False,False,False,True
2004-12-27,193.4648284912109,182.89740295410155,169.42049591064452,74.49456757438796,195.0905833524816,188.5875639073989,188.5875639073989,239760000,True,False,False,False,False
2004-12-28,196.71630859375,185.4986099243164,170.5145684814453,76.8746937109969,198.34206321022725,191.8390447443182,193.46479936079544,357530000,False,True,False,False,False
2004-12-29,193.4648284912109,188.26239624023438,171.5436114501953,69.85454027242278,198.34209307502297,193.4648284912109,198.34209307502297,112540000,False,False,True,False,False
2004-12-30,193.4648284912109,190.2133056640625,172.60456817626954,69.85454027242278,193.4648284912109,188.5875639073989,193.4648284912109,116110000,False,False,False,True,False
2004-12-31,193.4648284912109,191.18876190185546,173.60169769287108,69.85454027242278,193.4648284912109,193.4648284912109,193.4648284912109,0,False,False,False,False,True
2005-01-03,191.8390350341797,191.83905792236325,174.53439910888673,66.08568941314395,191.8390350341797,190.21328049999173,191.8390350341797,126180000,True,False,False,False,False
2005-01-04,195.09054565429688,192.65193176269528,175.50021697998048,69.61637022590949,196.716300201416,191.8390365600586,191.8390365600586,291730000,False,True,False,False,False
2005-01-05,199.96778869628903,193.78995971679686,176.43592864990234,73.99041126827272,204.84505183522296,195.0905255573552,195.0905255573552,564730000,False,False,True,False,False
2005-01-06,199.96778869628903,194.7654083251953,177.37164031982422,73.99041126827272,201.5935430759337,196.71627993699985,201.5935430759337,161150000,False,False,False,True,False
2005-01-07,191.8390350341797,194.9279815673828,178.1447769165039,57.8833651698699,198.3420531709316,190.21328049999173,198.3420531709316,592910000,False,False,False,False,True
2005-01-10,183.71026611328125,193.95252532958983,178.65959899902344,46.89050161255493,191.8390389501521,177.20724784378456,191.8390389501521,1459290000,True,False,False,False,False
2005-01-11,183.71026611328125,192.65192108154295,179.07868194580078,46.89050161255493,185.3360206806554,180.4587569785329,183.71026611328125,763270000,False,True,False,False,False
2005-01-12,180.45877075195312,191.35131530761717,179.52847412109375,43.09385528905562,183.7102801348712,178.8330160604941,182.08452544341216,346960000,False,False,True,False,False
2005-01-13,182.08448791503903,190.21328125,180.01078063964843,45.47117682162893,183.7102422714233,180.4587335586548,180.4587335586548,462640000,False,False,False,True,False
2005-01-14,183.71026611328125,189.23782501220703,180.49369018554688,47.8188797754602,185.3360206806554,182.08451154590708,182.08451154590708,425410000,False,False,False,False,True
2005-01-17,186.96180725097656,188.7501022338867,181.04163055419923,52.24710188842514,186.96180725097656,183.71029755965523,183.71029755965523,186470000,True,False,False,False,False
2005-01-18,185.3360748291016,187.7746551513672,181.55705627441407,49.96403819841903,186.9618298714621,182.0845647443805,186.9618298714621,185970000,False,True,False,False,False
2005-01-19,185.3360748291016,186.31148376464844,181.8810043334961,49.96403819841903,185.3360748291016,182.0845647443805,185.3360748291016,641200000,False,False,True,False,False
2005-01-20,186.96180725097656,185.0108856201172,182.109814453125,52.377483864505216,186.96180725097656,182.08454271399447,183.71029755965523,343520000,False,False,False,True,False
2005-01-24,186.96180725097656,184.52316284179688,182.3386245727539,52.377483864505216,186.96180725097656,185.33605240531588,186.96180725097656,162660000,True,False,False,False,False
2005-01-25,185.3360748291016,184.6857437133789,182.5349200439453,49.60269517807894,188.58758491382264,185.3360748291016,186.9618298714621,337900000,False,True,False,False,False
2005-01-26,190.2133026123047,185.33604736328124,182.82876007080077,56.96792390163941,190.2133026123047,186.9617931659405,186.9617931659405,374440000,False,False,True,False,False
2005-01-27,191.8390350341797,186.4740737915039,183.15511474609374,59.11291637348087,191.8390350341797,190.21328049999173,190.21328049999173,388630000,False,False,False,True,False
2005-01-28,190.2133026123047,187.28695526123047,183.4489547729492,56.101356388910865,191.8390573354868,188.5875478891226,191.8390573354868,271040000,False,False,False,False,True
2005-01-31,186.96180725097656,187.612109375,183.67776489257812,50.55403058010274,188.5875620966372,186.96180725097656,188.5875620966372,236080000,True,False,False,False,False
2005-02-01,190.2133026123047,187.9372589111328,184.03543151855467,55.31263637862278,190.2133026123047,186.9617931659405,186.9617931659405,170990000,False,True,False,False,False
2005-02-02,190.2133026123047,188.42498168945312,184.26303680419923,55.31263637862278,191.8390573354868,188.5875478891226,190.2133026123047,350620000,False,False,True,False,False
2005-02-03,193.4648284912109,189.23785705566405,184.55567260742188,59.7996009514173,193.4648284912109,188.5875639073989,190.2133187686696,371380000,False,False,False,True,False
2005-02-04,195.09054565429688,190.05073089599608,184.97836883544923,61.86152961892821,196.716300201416,191.8390365600586,191.8390365600586,452960000,False,False,False,False,True
2005-02-07,195.09054565429688,190.8636047363281,185.46609497070312,61.8615296189282,196.716300201416,193.4647911071777,195.09054565429688,306860000,True,False,False,False,False
2005-02-08,195.09054565429688,191.83905181884765,185.82376037597658,61.861529618928216,195.09054565429688,193.4647911071777,193.4647911071777,145560000,False,True,False,False,False
2005-02-11,195.09054565429688,192.32677612304687,186.14891052246094,61.861529618928216,196.716300201416,193.4647911071777,193.4647911071777,285870000,False,False,False,False,True
2005-02-14,195.09054565429688,192.65192718505858,186.5065759277344,61.861529618928216,195.09054565429688,191.8390365600586,195.09054565429688,326000000,True,False,False,False,False
2005-02-15,199.96778869628903,193.62737579345702,186.96178619384764,68.81290864327325,199.9677886962891,195.0905255573552,195.0905255573552,429560000,False,True,False,False,False
2005-02-16,204.8451232910156,195.41570739746095,187.51454315185546,73.93018117480506,208.0966331845238,201.59361339750745,201.59361339750745,715460000,False,False,True,False,False
2005-02-17,216.2253875732422,198.01691589355468,188.2949053955078,81.54093723265139,219.47689716080973,208.0966136043233,208.0966136043233,920020000,False,False,False,True,False
2005-02-18,216.2253875732422,200.61812438964844,189.10778381347657,81.54093723265139,216.2253875732422,209.72236839810708,214.5996327794584,172390000,False,False,False,False,True
2005-02-21,214.599609375,202.73160247802736,189.88814666748047,77.77884372412274,216.22536399147725,212.97385475852272,216.22536399147725,93670000,True,False,False,False,False
2005-02-22,214.599609375,204.68250885009766,190.70102416992188,77.77884372412274,214.599609375,212.97385475852272,214.599609375,112470000,False,True,False,False,False
2005-02-23,214.599609375,206.63341522216797,191.5139016723633,77.77884372412274,219.4768732244318,211.34810014204544,212.97385475852272,169910000,False,False,True,False,False
2005-02-24,217.85113525390625,208.90947418212892,192.45683959960937,80.07514575443867,219.47688999460703,212.9738710318039,214.59962577250468,297770000,False,False,False,True,False
2005-02-25,214.599609375,210.86038055419922,193.33474700927735,72.05618140666576,216.22536399147725,214.599609375,216.22536399147725,499650000,False,False,False,False,True
2005-02-28,212.973861694336,212.64871215820312,194.27768493652343,68.36951649959316,214.5996163637584,208.09659768606872,214.5996163637584,477690000,True,False,False,False,False
2005-03-01,212.973861694336,213.9493194580078,195.05804748535155,68.36951649959316,216.22537103318075,211.3481070249136,211.3481070249136,287430000,False,True,False,False,False
2005-03-02,208.0966033935547,214.27446746826172,195.54577423095702,58.037944130384545,212.9738675355911,206.4708486795425,212.9738675355911,243910000,False,False,True,False,False
2005-03-03,216.2253875732422,214.27446746826172,196.16356048583984,66.99099199720823,216.2253875732422,208.0966136043233,208.0966136043233,331170000,False,False,False,True,False
2005-03-04,217.85113525390625,214.43704223632812,196.78134704589843,68.44125288771005,221.10264473530785,214.59962577250468,216.2253805132055,444930000,False,False,False,False,True
2005-03-07,222.7284545898437,215.2499267578125,197.46416595458984,72.3640891175628,225.97996487582685,217.85118916086904,217.85118916086904,893120000,True,False,False,False,False
2005-03-08,224.3541717529297,216.22538299560546,198.14698333740233,73.54453038096044,227.6056814884794,221.10266201738,224.3541717529297,170600000,False,True,False,False,False
2005-03-09,217.85113525390625,216.5505355834961,198.69973999023438,62.11512033691734,225.97990895741023,217.85113525390625,225.97990895741023,476220000,False,False,True,False,False
2005-03-10,216.2253875732422,216.3879608154297,199.154951171875,59.62057594580527,219.47689716080973,216.2253875732422,217.851142367026,420230000,False,False,False,True,False
2005-03-14,217.85113525390625,216.7131134033203,199.57764770507814,61.29455734457493,219.47688999460703,212.9738710318039,217.85113525390625,409390000,True,False,False,False,False
2005-03-15,232.4829559326172,218.66402282714844,200.35801025390626,72.38894649827566,237.3602207423924,217.85116150329165,217.85116150329165,785300000,False,True,False,False,False
2005-03-16,245.4889068603516,221.91552734375,201.39849182128907,78.33381473892585,247.1146612104201,234.1086264098717,234.1086264098717,750460000,False,False,True,False,False
2005-03-17,240.61170959472656,225.1670379638672,202.34142944335937,72.06750793354075,245.48897397840344,235.7344452110497,245.48897397840344,523960000,False,False,False,True,False
2005-03-18,240.61170959472656,227.6056701660156,203.31688293457032,72.06750793354075,243.86321918384448,238.9859548001676,243.86321918384448,272000000,False,False,False,False,True
2005-03-21,248.7404022216797,230.69459686279296,204.38988006591796,75.80818768938948,248.7404022216797,237.3601223814721,240.6116309072457,364340000,True,False,False,False,False
2005-03-22,245.4889068603516,232.97064208984375,205.3003024291992,71.67346518939851,253.6176786106944,240.6116438101459,251.99192426062572,780220000,False,True,False,False,False
2005-03-23,245.4889068603516,235.08411560058593,206.21072479248048,71.6734651893985,245.4889068603516,245.4889068603516,245.4889068603516,0,False,False,True,False,False
2005-03-24,234.10867309570312,236.70986938476562,207.05611755371095,58.68164640168167,240.611691792806,227.60565439860028,240.611691792806,1949960000,False,False,False,True,False
2005-03-28,221.1026153564453,237.19759216308594,207.8039645385742,47.977977491853295,234.10865155388328,221.1026153564453,234.10865155388328,1046370000,True,False,False,False,False
2005-03-29,219.4768524169922,237.36016387939452,208.51929626464843,46.8281476374306,224.35411580403644,216.225343492296,221.10260687934027,606600000,False,True,False,False,False
2005-03-30,216.2253875732422,235.73440704345703,209.2346286010742,44.529632934756414,224.35416154216105,211.34812319189083,217.851142367026,1700220000,False,False,True,False,False
2005-03-31,221.1026153564453,233.2957778930664,210.01499114990236,48.604766178093925,222.72836988112508,217.85110630708584,217.85110630708584,1196590000,False,False,False,True,False
2005-04-01,221.1026153564453,231.3448684692383,210.76283813476562,48.604766178093925,224.3541244058048,219.4768608317656,221.1026153564453,516260000,False,False,False,False,True
2005-04-04,224.3541717529297,229.7191146850586,211.51068542480468,51.36723481341549,224.3541717529297,221.10266201738,222.72841688515484,172170000,True,False,False,False,False
2005-04-05,222.7284545898437,227.117919921875,212.25853302001954,49.92243184451058,224.3542097328353,221.10269944685217,224.3542097328353,247030000,False,True,False,False,False
2005-04-06,224.3541717529297,225.00444641113282,213.0388949584961,51.3947126042725,224.3541717529297,219.47690714960515,221.10266201738,417050000,False,False,True,False,False
2005-04-07,222.7284545898437,222.72840118408203,213.75422790527344,49.81741628816049,224.3542097328353,216.2254340178775,224.3542097328353,1321300000,False,False,False,True,False
2005-04-08,222.7284545898437,221.59037933349606,214.4695608520508,49.81741628816049,222.7284545898437,219.47694430386065,222.7284545898437,153890000,False,False,False,False,True
2005-04-11,221.1026153564453,221.59037933349606,215.18489166259766,48.1050849367087,221.1026153564453,217.85110630708584,221.1026153564453,191500000,True,False,False,False,False
2005-04-12,221.1026153564453,221.75295562744137,215.80267791748048,48.1050849367087,221.1026153564453,216.22535178240608,219.4768608317656,725470000,False,True,False,False,False
2005-04-13,219.4768524169922,222.07810211181635,216.35543426513672,46.261042093694584,224.35411580403644,219.4768524169922,219.4768524169922,334880000,False,False,True,False,False
2005-04-14,219.4768524169922,221.91552581787104,216.94070526123048,46.26104209369458,222.7283613416884,216.225343492296,221.10260687934027,578080000,False,False,False,True,False
2005-04-15,221.1026153564453,221.91552581787104,217.62352142333984,48.54847134380533,221.1026153564453,216.22535178240608,216.22535178240608,318220000,False,False,False,False,True
2005-04-18,216.2253875732422,221.1026473999023,218.1437631225586,42.67930674329047,217.851142367026,212.97387798567465,217.851142367026,836510000,True,False,False,False,False
2005-04-19,212.973861694336,220.12718811035157,218.59897430419923,39.270762592714824,216.22537103318075,211.3481070249136,216.22537103318075,527100000,False,True,False,False,False
2005-04-20,221.1026153564453,219.80203247070312,219.1517300415039,50.01779197409719,222.72836988112508,214.5995972577264,214.5995972577264,423160000,False,False,True,False,False
2005-04-21,216.2253875732422,219.15172576904297,219.57442687988282,44.885297648814166,219.47689716080973,214.5996327794584,219.47689716080973,379890000,False,False,False,True,False
2005-04-25,204.8451232910156,217.36339263916017,219.7695184326172,35.68412792856543,216.22540791829425,196.7163485572452,216.22540791829425,1681200000,True,False,False,False,False
2005-04-26,208.0966033935547,216.0627914428711,220.02963958740236,39.50011518921287,208.0966033935547,201.5935845375061,204.8450939655304,507660000,False,True,False,False,False
2005-04-27,206.4708404541016,214.59961395263673,220.25724548339844,38.27721807033802,211.34810440183625,204.8450858048567,208.0965951033465,807540000,False,False,True,False,False
2005-04-28,203.2193145751953,212.97386016845704,220.41982086181642,35.884388388407345,208.096578125,201.5935600585937,206.47082360839843,550650000,False,False,False,True,False
2005-04-29,199.96778869628903,211.02295379638673,220.41982086181642,33.62096265824586,201.5935430759337,193.46477117771056,201.5935430759337,1245090000,False,False,False,False,True
2005-05-02,201.5935821533203,209.07205047607422,220.3547900390625,35.801426639582914,204.84509154289,201.5935821533203,201.5935821533203,165560000,True,False,False,False,False
2005-05-03,203.2193145751953,207.77144317626954,220.09466857910155,37.994809240474254,204.8450690917969,199.9678055419922,201.5935600585937,200510000,False,True,False,False,False
