Date,Close,High,Low,Open,Volume
2004-06-08,99.69610595703124,101.10027646346832,98.2919354505942,98.2919354505942,499150000
2004-06-09,101.10025024414062,102.50442038642036,98.29190995958116,99.6960801018609,294290000
2004-06-10,101.10025024414062,101.10025024414062,99.6960801018609,101.10025024414062,165590000
2004-06-11,101.10025024414062,101.10025024414062,99.6960801018609,99.6960801018609,135830000
2004-06-14,99.69610595703124,101.10027646346832,98.2919354505942,101.10027646346832,158540000
2004-06-15,102.50442504882812,102.50442504882812,98.29191443038312,98.29191443038312,297620000
2004-06-16,101.10025024414062,102.50442038642036,99.6960801018609,102.50442038642036,104270000
2004-06-17,99.69610595703124,99.69610595703124,98.2919354505942,99.69610595703124,350150000
2004-06-18,99.69610595703124,99.69610595703124,98.2919354505942,98.2919354505942,263260000
2004-06-21,99.69610595703124,99.69610595703124,98.2919354505942,99.69610595703124,331870000
2004-06-22,99.69610595703124,101.10027646346832,99.69610595703124,99.69610595703124,56870000
2004-06-23,101.10025024414062,101.10025024414062,99.6960801018609,101.10025024414062,469190000
2004-06-24,101.10025024414062,101.10025024414062,99.6960801018609,101.10025024414062,191310000
2004-06-25,102.50442504882812,102.50442504882812,101.1002548426798,101.1002548426798,154310000
2004-06-28,102.50442504882812,102.50442504882812,101.1002548426798,102.50442504882812,260860000
2004-06-29,103.90859985351562,103.90859985351562,102.50442958522488,102.50442958522488,123060000
2004-06-30,105.3127670288086,105.3127670288086,102.50442657470704,103.90859680175782,291260000
2004-07-01,113.29103088378906,114.88667920609596,111.69538256148218,114.88667920609596,203090000
2004-07-02,114.88665771484376,114.88665771484376,113.29100969102647,113.29100969102647,490800000
2004-07-05,114.88665771484376,114.88665771484376,114.88665771484376,114.88665771484376,0
2004-07-06,119.67361450195312,119.67361450195312,114.886669921875,116.48231811523438,826610000
2004-07-07,119.67361450195312,121.26926269531248,116.48231811523438,118.07796630859374,382570000
2004-07-08,119.67361450195312,121.26926269531248,118.07796630859374,119.67361450195312,284740000
2004-07-09,121.26922607421876,121.26922607421876,118.077930651213,118.077930651213,381140000
2004-07-12,121.26922607421876,124.4605214972245,119.67357836271589,121.26922607421876,478410000
2004-07-13,122.86487579345705,122.86487579345702,119.6735803183023,121.26922805587968,133420000
2004-07-14,119.67361450195312,121.26926269531248,118.07796630859374,121.26926269531248,243420000
2004-07-15,119.67361450195312,119.67361450195312,116.48231811523438,118.07796630859374,134890000
2004-07-16,121.26922607421876,121.26922607421876,118.077930651213,118.077930651213,140620000
2004-07-19,121.26922607421876,121.26922607421876,119.67357836271589,119.67357836271589,43940000
2004-07-20,121.26922607421876,121.26922607421876,119.67357836271589,119.67357836271589,168890000
2004-07-21,121.26922607421876,121.26922607421876,119.67357836271589,119.67357836271589,162420000
2004-07-22,121.26922607421876,121.26922607421876,119.67357836271589,119.67357836271589,61730000
2004-07-23,121.26922607421876,121.26922607421876,119.67357836271589,119.67357836271589,15670000
2004-07-26,119.67361450195312,119.67361450195312,116.48231811523438,119.67361450195312,517650000
2004-07-27,119.67361450195312,119.67361450195312,116.48231811523438,118.07796630859374,254000000
2004-07-28,119.67361450195312,119.67361450195312,118.07796630859374,119.67361450195312,172520000
2004-07-29,119.67361450195312,119.67361450195312,118.07796630859374,119.67361450195312,57950000
2004-07-30,119.67361450195312,119.67361450195312,118.07796630859374,119.67361450195312,224110000
2004-08-02,118.07795715332033,119.67360522295978,118.07795715332033,118.07795715332033,27010000
2004-08-03,119.67361450195312,121.26926269531248,118.07796630859374,118.07796630859374,326000000
2004-08-04,121.26922607421876,121.26922607421876,119.67357836271589,119.67357836271589,254660000
2004-08-05,121.26922607421876,121.26922607421876,119.67357836271589,119.67357836271589,133330000
2004-08-06,119.67361450195312,121.26926269531248,119.67361450195312,119.67361450195312,126340000
2004-08-09,116.4822769165039,118.07792454549713,114.8866292875107,118.07792454549713,364660000
2004-08-10,116.4822769165039,116.4822769165039,116.4822769165039,116.4822769165039,108000000
2004-08-11,118.07795715332033,118.07795715332033,118.07795715332033,118.07795715332033,144040000
2004-08-12,116.4822769165039,118.07792454549713,116.4822769165039,118.07792454549713,13100000
2004-08-13,116.4822769165039,118.07792454549713,116.4822769165039,116.4822769165039,113270000
2004-08-16,114.88665771484376,116.48230573866104,114.88665771484376,116.48230573866104,143450000
2004-08-17,114.88665771484376,114.88665771484376,114.88665771484376,114.88665771484376,0
2004-08-18,118.07795715332033,118.07795715332033,116.48230908368085,116.48230908368085,236070000
2004-08-19,118.07795715332033,118.07795715332033,116.48230908368085,118.07795715332033,54470000
2004-08-20,116.4822769165039,118.07792454549713,116.4822769165039,116.4822769165039,6340000
2004-08-23,116.4822769165039,118.07792454549713,116.4822769165039,116.4822769165039,34770000
2004-08-24,116.4822769165039,116.4822769165039,114.8866292875107,116.4822769165039,343910000
2004-08-25,114.88665771484376,116.48230573866104,113.29100969102647,116.48230573866104,20510000
2004-08-26,114.88665771484376,114.88665771484376,113.29100969102647,113.29100969102647,26650000
2004-08-27,116.4822769165039,116.4822769165039,114.8866292875107,114.8866292875107,152960000
2004-08-30,113.29103088378906,114.88667920609596,113.29103088378906,114.88667920609596,217280000
2004-08-31,114.88665771484376,116.48230573866104,114.88665771484376,114.88665771484376,241830000
2004-09-01,119.67361450195312,119.67361450195312,114.886669921875,114.886669921875,785500000
2004-09-02,119.67361450195312,121.26926269531248,118.07796630859374,119.67361450195312,625450000
2004-09-03,121.26922607421876,122.86487378572164,119.67357836271589,119.67357836271589,380010000
2004-09-06,119.67361450195312,122.86491088867189,119.67361450195312,121.26926269531248,300650000
2004-09-07,118.07795715332033,119.67360522295978,118.07795715332033,119.67360522295978,380160000
2004-09-08,121.26922607421876,121.26922607421876,118.077930651213,118.077930651213,148760000
2004-09-09,118.07795715332033,119.67360522295978,114.88666101404138,119.67360522295978,1124760000
2004-09-10,119.67361450195312,121.26926269531248,116.48231811523438,118.07796630859374,807590000
2004-09-13,119.67361450195312,119.67361450195312,119.67361450195312,119.67361450195312,0
2004-09-14,126.05620574951172,127.65185392355616,121.26926122737837,121.26926122737837,1532050000
2004-09-15,129.2475128173828,130.84316112377024,124.46056789822048,126.05621620460794,1588000000
2004-09-16,127.65182495117188,127.65182495117186,126.0561771392822,127.65182495117186,208620000
2004-09-17,127.65182495117188,127.65182495117186,122.86488151550292,126.0561771392822,302950000
2004-09-20,127.65182495117188,127.65182495117186,127.65182495117186,127.65182495117186,0
2004-09-21,132.43881225585938,134.0344605962914,129.2475155749953,129.2475155749953,1901600000
2004-09-22,130.84312438964844,132.43877224805877,129.24747653123808,132.43877224805877,210400000
2004-09-23,130.84312438964844,132.43877224805877,129.24747653123808,129.24747653123808,623640000
2004-09-24,130.84312438964844,130.84312438964844,129.24747653123808,129.24747653123808,10480000
2004-09-27,127.65182495117188,130.84312057495117,126.0561771392822,129.24747276306152,174580000
2004-09-28,126.05620574951172,127.65185392355616,126.05620574951172,127.65185392355616,331780000
2004-09-29,127.65182495117188,127.65182495117186,126.0561771392822,126.0561771392822,244270000
2004-09-30,127.65182495117188,129.24747276306152,126.0561771392822,127.65182495117186,270690000
2004-10-01,129.2475128173828,129.2475128173828,127.65186451099537,127.65186451099537,447560000
2004-10-04,135.6300506591797,135.6300506591797,129.24746003992416,129.24746003992416,1251590000
2004-10-05,146.79965209960938,146.79965209960938,134.0344649605129,134.0344649605129,1496600000
2004-10-06,145.20396423339844,146.7996121920072,142.01266831618088,146.7996121920072,270080000
2004-10-07,143.6083526611328,143.6083526611328,138.82140757242837,143.6083526611328,412060000
2004-10-08,143.6083526611328,145.20400102403428,142.01270429823134,142.01270429823134,288950000
2004-10-11,145.20396423339844,146.7996121920072,142.01266831618088,143.60831627478967,350120000
2004-10-12,142.01268005371094,145.20397623469322,140.4170319632198,145.20397623469322,322910000
2004-10-13,143.6083526611328,145.20400102403428,142.01270429823134,143.6083526611328,168000000
2004-10-14,143.6083526611328,145.20400102403428,142.01270429823134,143.6083526611328,305480000
2004-10-15,145.20396423339844,145.20396423339844,142.01266831618088,142.01266831618088,301950000
2004-10-18,145.20396423339844,145.20396423339844,143.60831627478967,145.20396423339844,137550000
2004-10-19,142.01268005371094,145.20397623469322,142.01268005371094,145.20397623469322,412170000
